High,Low,Open,Close,Volume,Adj Close,Moving_av,Increase_in_vol,Increase_in_adj_close,Date
137.27999877929688,134.52000427246094,137.08999633789062,134.52000427246094,4523000,134.52000427246094,134.52000427246094,0.0,0.0,2009-12-31
136.61000061035156,133.13999938964844,136.25,133.89999389648438,7599900,133.89999389648438,134.20999908447266,3076900.0,-0.6200103759765625,2010-01-04
135.47999572753906,131.80999755859378,133.42999267578122,134.69000244140622,8851900,134.69000244140622,134.3700002034505,1252000.0,0.7900085449218466,2010-01-05
134.72999572753906,131.64999389648438,134.60000610351562,132.25,7178800,132.25,133.84000015258792,-1673100.0,-2.4400024414062216,2010-01-06
132.32000732421878,128.80000305175778,132.00999450683594,130.0,11030200,130.0,133.0720001220703,3851400.0,-2.25,2010-01-07
133.67999267578122,129.02999877929688,130.55999755859378,133.52000427246094,9830500,133.52000427246094,133.14666748046878,-1199700.0,3.520004272460937,2010-01-08
132.80000305175778,129.21000671386722,132.6199951171875,130.30999755859378,8779400,130.30999755859378,132.7414289202009,-1051100.0,-3.210006713867159,2010-01-11
129.82000732421878,126.5500030517578,128.99000549316406,127.3499984741211,9096300,127.3499984741211,132.06750011444092,316900.0,-2.9599990844726847,2010-01-12
129.71000671386722,125.75,127.9000015258789,129.11000061035156,10723200,129.11000061035156,131.738889058431,1626900.0,1.7600021362304688,2010-01-13
130.3800048828125,126.4000015258789,129.13999938964844,127.3499984741211,9774900,127.3499984741211,131.3,-948300.0,-1.7600021362304688,2010-01-14
129.64999389648438,127.05999755859376,129.17999267578122,127.13999938964844,15376500,127.13999938964844,130.92181812633171,5601600.0,-0.20999908447265625,2010-01-15
128.0,124.33000183105469,126.30999755859376,127.61000061035156,8892600,127.61000061035156,130.64583333333334,-6483900.0,0.470001220703125,2010-01-19
129.19999694824222,125.08000183105469,127.12999725341795,125.77999877929688,9074700,125.77999877929688,130.27153836763821,182100.0,-1.8300018310546875,2010-01-20
128.14999389648438,125.0,127.26000213623048,126.62000274658205,9970600,126.62000274658205,130.01071439470564,895900.0,0.8400039672851705,2010-01-21
127.66999816894531,120.76000213623048,125.5999984741211,121.43000030517578,11568900,121.43000030517578,129.43866678873698,1598300.0,-5.190002441406263,2010-01-22
122.27999877929688,118.12000274658205,122.0999984741211,120.30999755859376,12023900,120.30999755859376,128.86812496185306,455000.0,-1.120002746582017,2010-01-25
122.9800033569336,119.05999755859376,120.55999755859376,119.4800033569336,9559000,119.4800033569336,128.31588251450486,-2464900.0,-0.8299942016601705,2010-01-26
123.33000183105469,118.8000030517578,121.02999877929688,122.75,14765300,122.75,128.00666681925458,5206300.0,3.2699966430664062,2010-01-27
127.1999969482422,122.8000030517578,124.43000030517578,126.02999877929688,27293100,126.02999877929688,127.90263165925678,12527800.0,3.279998779296875,2010-01-28
131.85000610351562,124.13999938964844,129.77000427246094,125.41000366210938,29471300,125.41000366210938,127.77800025939942,2178200.0,-0.6199951171875,2010-01-29
124.86000061035156,113.81999969482422,123.18000030517578,118.87000274658205,37774400,118.87000274658205,127.3538099016462,8303100.0,-6.5400009155273295,2010-02-01
118.9800033569336,114.4000015258789,118.79000091552734,118.12000274658205,23079700,118.12000274658205,126.93409139459783,-14694700.0,-0.75,2010-02-02
119.61000061035156,116.55999755859376,117.12000274658205,119.0999984741211,12405900,119.0999984741211,126.59347865892494,-10673800.0,0.9799957275390484,2010-02-03
120.33000183105469,115.73999786376952,118.63999938964844,115.94000244140624,12784000,115.94000244140624,126.14958381652832,378100.0,-3.159996032714858,2010-02-04
117.6500015258789,114.0999984741211,115.87999725341795,117.38999938964844,11024800,117.38999938964844,125.79920043945313,-1759200.0,1.4499969482422017,2010-02-05
121.0,116.55999755859376,119.37999725341795,116.83000183105469,9890200,116.83000183105469,125.45423126220705,-1134600.0,-0.55999755859375,2010-02-08
119.08999633789062,117.0,118.1999969482422,118.02999877929688,9223000,118.02999877929688,125.17925968876592,-667200.0,1.1999969482421875,2010-02-09
118.61000061035156,116.0,118.0,117.36000061035156,6233200,117.36000061035156,124.90000043596541,-2989800.0,-0.6699981689453125,2010-02-10
120.41999816894531,116.5,117.20999908447266,120.08999633789062,8343500,120.08999633789062,124.73413822568695,2110300.0,2.7299957275390625,2010-02-11
119.94000244140624,117.5,118.98999786376952,119.66000366210938,8073500,119.66000366210938,124.56500040690105,-270000.0,-0.42999267578125,2010-02-12
120.5,117.18000030517578,120.05999755859376,117.52999877929688,8932700,117.52999877929688,124.33806487052671,859200.0,-2.1300048828125,2010-02-16
117.12999725341795,115.5500030517578,117.06999969482422,116.30999755859376,8944800,116.30999755859376,124.0871877670288,12100.0,-1.2200012207031108,2010-02-17
118.51000213623048,114.81999969482422,115.83999633789062,118.08000183105469,9800100,118.08000183105469,123.90515182957505,855300.0,1.7700042724609233,2010-02-18
119.08999633789062,117.0,117.91000366210938,117.5199966430664,7115600,117.5199966430664,123.71735314761892,-2684500.0,-0.5600051879882812,2010-02-19
118.97000122070312,116.18000030517578,117.37000274658205,118.01000213623048,6807300,118.01000213623048,123.55428597586494,-308300.0,0.4900054931640767,2010-02-22
119.25,116.51000213623048,118.01000213623048,117.23999786376952,7068200,117.23999786376952,123.3788890838623,260900.0,-0.7700042724609659,2010-02-23
119.8000030517578,117.1500015258789,117.95999908447266,119.72000122070312,7389900,119.72000122070312,123.28000022269585,321700.0,2.480003356933608,2010-02-24
118.33999633789062,115.8499984741211,118.16999816894531,118.1999969482422,9533400,118.1999969482422,123.14631592599967,2143500.0,-1.5200042724609233,2010-02-25
119.43000030517578,117.0,117.87999725341795,118.4000015258789,5721600,118.4000015258789,123.02461555676581,-3811800.0,0.2000045776367045,2010-02-26
124.66000366210938,117.52999877929688,118.6999969482422,124.54000091552734,13296500,124.54000091552734,123.06250019073488,7574900.0,6.1399993896484375,2010-03-01
127.3499984741211,124.8000030517578,125.01000213623048,125.52999877929688,12097500,125.52999877929688,123.1226830831388,-1199000.0,0.9899978637695312,2010-03-02
126.94000244140624,124.43000030517578,125.4000015258789,125.88999938964844,6440400,125.88999938964844,123.18857156662712,-5657100.0,0.3600006103515625,2010-03-03
128.85000610351562,125.56999969482422,125.9800033569336,128.52999877929688,7509700,128.52999877929688,123.31279080413107,1069300.0,2.639999389648437,2010-03-04
129.44999694824222,127.06999969482422,129.1300048828125,128.91000366210938,6769300,128.91000366210938,123.44000018726696,-740400.0,0.3800048828125,2010-03-05
130.85000610351562,127.70999908447266,128.30000305175778,130.11000061035156,5605900,130.11000061035156,123.58822241889106,-1163400.0,1.1999969482421875,2010-03-08
130.80999755859378,127.97000122070312,129.58999633789062,128.82000732421878,6070800,128.82000732421878,123.7019568733547,464900.0,-1.289993286132784,2010-03-09
131.16999816894528,128.47999572753906,129.11000061035156,130.50999450683594,5625700,130.50999450683594,123.84680873789686,-445100.0,1.689987182617159,2010-03-10
133.6199951171875,130.36000061035156,130.44999694824222,133.58000183105472,7240800,133.58000183105472,124.0495835940043,1615100.0,3.0700073242187784,2010-03-11
134.19999694824222,131.17999267578122,134.19999694824222,131.82000732421878,6150800,131.82000732421878,124.20816367013114,-1090000.0,-1.7599945068359375,2010-03-12
132.0,128.6300048828125,131.69999694824222,131.1300048828125,6329200,131.1300048828125,124.34660049438476,178400.0,-0.6900024414062784,2010-03-15
132.28999328613278,130.5,131.24000549316406,131.78999328613278,4132500,131.78999328613278,124.2920002746582,-2196700.0,0.6599884033202841,2010-03-16
132.69000244140622,131.22000122070312,132.41000366210938,131.33999633789062,4358800,131.33999633789062,124.24080032348631,226300.0,-0.4499969482421591,2010-03-17
132.85000610351562,130.44000244140622,131.02000427246094,132.75999450683594,5021300,132.75999450683594,124.20220016479492,662500.0,1.4199981689453125,2010-03-18
133.71000671386722,129.66000366210938,133.71000671386722,130.35000610351562,8905000,130.35000610351562,124.16420028686524,3883700.0,-2.4099884033203125,2010-03-19
130.96000671386722,128.63999938964844,130.19999694824222,130.47000122070312,5383400,130.47000122070312,124.1736003112793,-3521600.0,0.1199951171875,2010-03-22
130.94000244140622,128.07000732421878,130.88999938964844,129.25999450683594,4213100,129.25999450683594,124.08840011596679,-1170300.0,-1.2100067138671875,2010-03-23
129.39999389648438,127.1999969482422,128.63999938964844,128.03999328613278,4696400,128.03999328613278,124.04300003051758,483300.0,-1.2200012207031534,2010-03-24
136.91000366210938,128.03999328613278,129.13999938964844,134.72999572753906,16209600,134.72999572753906,124.19059997558594,11513200.0,6.6900024414062775,2010-03-25
136.99000549316406,133.75999450683594,134.89999389648438,135.05999755859378,6565700,135.05999755859378,124.3095999145508,-9643900.0,0.3300018310547159,2010-03-26
136.6300048828125,134.33000183105472,135.3699951171875,135.1199951171875,4626900,135.1199951171875,124.46499984741213,-1938800.0,0.05999755859372158,2010-03-29
138.19000244140622,135.36000061035156,135.74000549316406,136.58000183105472,6192700,136.58000183105472,124.65379989624023,1565800.0,1.460006713867216,2010-03-30
136.80000305175778,134.47999572753906,136.0,135.77000427246094,4600600,135.77000427246094,124.81699996948242,-1592100.0,-0.8099975585937784,2010-03-31
