Date,High_regress,Low_regress,Open_regress,Close_regress,High_RNN,Low_RNN,Open_RNN,Close_RNN
2010-03-16,176.16603088378906,172.90655517578125,174.03504943847656,174.94900512695312,-0.7306827902793884,-0.702833890914917,-0.7012468576431274,-0.6974054574966431
2010-03-17,135.15373229980472,132.45298767089844,133.44247436523438,134.09738159179688,0.33151891827583313,0.3425481617450714,0.32175594568252563,0.3352078497409821
2010-03-18,134.27626037597656,131.58746337890622,132.57398986816406,133.22335815429688,-0.2498252540826797,-0.21222174167633054,-0.2082985043525696,-0.19830602407455444
2010-03-19,127.86090850830078,125.25950622558594,126.22428894042969,126.83314514160156,-0.11504323780536653,-0.10205276310443878,-0.11037302017211914,-0.0954696163535118
2010-03-22,163.30905151367188,160.2247314453125,161.3096466064453,162.14239501953125,-0.054895002394914634,-0.03858611732721329,-0.04998314753174782,-0.03592008724808693
2010-03-23,153.6640167236328,150.7111053466797,151.76332092285156,152.53515625,0.15161485970020294,0.16383913159370422,0.14794856309890747,0.1622517704963684
2010-03-24,134.25993347167972,131.57135009765622,132.55781555175778,133.20707702636722,-0.04272226244211197,-0.030424484983086583,-0.04091843217611313,-0.026200344786047932
2010-03-25,186.3057403564453,182.90814208984366,184.07098388671875,185.0489959716797,-0.10172639787197113,-0.08738870173692702,-0.09595082700252533,-0.08141374588012695
2010-03-26,126.01861572265624,123.44230651855469,124.40084838867188,124.99806213378906,0.7322735786437988,0.7372804284095764,0.7135390639305115,0.7207733988761902
2010-03-29,170.81576538085938,167.62918090820312,168.73953247070312,169.6197052001953,0.8735617995262146,0.8757166266441345,0.8620162606239319,0.8651480674743652
2010-03-30,133.13105773925778,130.45787048339844,131.44050598144528,132.0826416015625,-0.3291105329990387,-0.3690580725669861,-0.34499624371528625,-0.3148470818996429
2010-03-31,163.85162353515625,160.75991821289062,161.84666442871094,162.68284606933594,-0.3847325742244721,-0.3859484195709229,-0.363348513841629,-0.34237512946128845
2010-04-01,128.88070678710938,126.26541137695312,127.23365020751952,127.84894561767578,-0.001393868587911129,0.014089500531554222,0.0015986248617991805,0.015982963144779202
2010-04-05,194.1122894287109,190.60833740234366,191.79763793945312,192.8249664306641,-0.5864966511726379,-0.5560773015022278,-0.5556018948554993,-0.5488685965538025
2010-04-06,133.45649719238278,130.77886962890622,131.76261901855472,132.40679931640622,-0.2886812686920166,-0.2656965255737305,-0.27099171280860895,-0.2589913606643677
2010-04-07,170.96241760253906,167.77383422851562,168.88467407226562,169.76577758789062,-0.4983616471290589,-0.5178563594818115,-0.4955407381057739,-0.4743050038814545
2010-04-08,139.99018859863278,137.22355651855472,138.22944641113278,138.91490173339844,-0.10737085342407228,-0.09132567048072816,-0.1008262261748314,-0.08674830943346024
2010-04-09,125.6843032836914,123.11255645751952,124.06996154785156,124.66506958007812,0.2510047256946564,0.26195988059043884,0.2414069175720215,0.2554521262645721
2010-04-12,140.22268676757812,137.452880859375,138.45956420898438,139.146484375,-0.11255912482738496,-0.10010229051113127,-0.10668914020061493,-0.09266935288906096
2010-04-13,143.9334716796875,141.1131134033203,142.1323699951172,142.8427276611328,0.8025384545326233,0.8072526454925537,0.7908448576927185,0.796337366104126
2010-04-14,134.36381530761722,131.673828125,132.66064453125,133.31056213378906,0.7518388628959656,0.7573938965797424,0.7389527559280396,0.7459146976470947
2010-04-15,140.26962280273438,137.49917602539062,138.50601196289062,139.1932373046875,-0.7922987341880798,-0.8025074601173401,-0.8061951398849487,-0.798308789730072
2010-04-16,136.12031555175778,133.40640258789062,134.399169921875,135.0601806640625,0.04584069922566414,0.05775390192866325,0.044877849519252784,0.06021999940276146
2010-04-19,178.763427734375,175.4685821533203,176.60586547851562,177.53623962402344,-0.24829144775867465,-0.2436474412679672,-0.19579194486141205,-0.1720370352268219
2010-04-20,164.884765625,161.77899169921875,162.86923217773438,163.71194458007812,0.27207666635513306,0.2866250276565552,0.2672635316848755,0.2806349098682404
2010-04-21,133.40669250488278,130.729736328125,131.71331787109378,132.35719299316406,0.4526063203811646,0.4640851616859436,0.4427187144756317,0.4545009136199951
2010-04-22,152.0832977294922,149.15191650390625,150.1987762451172,150.9606170654297,-0.4969479739665985,-0.4682140648365021,-0.4691473841667175,-0.4605590105056762
2010-04-23,133.4578857421875,130.78024291992188,131.76399230957028,132.40818786621094,0.3917655646800995,0.4015946984291077,0.3784229457378388,0.3912522494792938
2010-04-26,127.42168426513672,124.8262710571289,125.78955841064452,126.39564514160156,-0.6891481876373291,-0.6967465281486511,-0.7027283906936646,-0.6937862634658813
2010-04-27,144.10890197753906,141.28616333007812,142.30599975585938,143.01747131347656,0.8081534504890442,0.8127718567848206,0.7973639369010925,0.8027876019477844
2010-04-28,136.9244384765625,134.19956970214844,135.195068359375,135.86116027832028,-0.6723079085350037,-0.6879664063453674,-0.7045021057128906,-0.6958661675453186
2010-04-29,189.4274444580078,185.98731994628903,187.1607360839844,188.15847778320312,-0.6679238080978394,-0.6661725640296936,-0.6463379263877869,-0.6339199542999268
2010-04-30,138.03169250488278,135.29173278808594,136.29098510742188,136.96406555175778,0.13632479310035706,0.14932961761951447,0.13338768482208252,0.1478225737810135
2010-05-03,140.55580139160156,137.78146362304688,138.78927612304688,139.47830200195312,-0.1908915638923645,-0.16207531094551084,-0.14980921149253845,-0.13734793663024902
2010-05-04,143.1542510986328,140.34451293945312,141.36111450195312,142.06655883789062,-0.1843976080417633,-0.15955285727977753,-0.15647642314434052,-0.1440846621990204
2010-05-05,179.85752868652344,176.54776000976562,177.68875122070312,178.62603759765625,0.07601408660411835,0.08669448643922806,0.07288611680269241,0.08792681246995926
2010-05-06,130.18161010742188,127.54859924316406,128.521240234375,129.14474487304688,-0.14566685259342196,-0.13720904290676114,-0.1393633335828781,-0.12249406427145006
2010-05-07,126.21038818359376,123.6314697265625,124.59065246582031,125.1890869140625,-0.7140395045280457,-0.7120503783226013,-0.6959263682365417,-0.6848247647285461
2010-05-10,127.109619140625,124.5184555053711,125.4806900024414,126.08479309082031,-0.09479938447475432,-0.0824006125330925,-0.09136289358139038,-0.07632917910814285
2010-05-11,137.62728881835938,134.89283752441406,135.89071655273438,136.56124877929688,0.3421112895011902,0.3532264828681946,0.33379194140434265,0.3468995690345764
2010-05-12,134.63987731933594,131.94613647460938,132.93388366699222,133.58555603027344,0.06486843526363373,0.07706645876169205,0.0639563724398613,0.07897519320249557
2010-05-13,133.71687316894528,131.03570556640622,132.02032470703122,132.66615295410156,0.7404390573501587,0.7459232807159424,0.7218523621559143,0.7295769453048706
2010-05-14,134.96186828613278,132.26373291015622,133.25257873535156,133.90626525878906,-0.2140100747346878,-0.20156365633010864,-0.2006196677684784,-0.18473917245864868
2010-05-17,130.68147277832028,128.04165649414062,129.0159912109375,129.64265441894528,0.5956627130508423,0.6035857796669006,0.5828892588615417,0.5931336283683777
2010-05-18,130.60301208496094,127.9642562866211,128.93832397460938,129.56449890136722,-0.10496405512094498,-0.09306061267852783,-0.09939425438642502,-0.08407430350780487
2010-05-19,126.71820068359376,124.13236236572266,125.09326934814452,125.69490814208984,-0.11585338413715365,-0.10448764264583588,-0.11237949132919313,-0.09697353839874268
2010-05-20,121.0758056640625,118.56684112548828,119.50862121582031,120.07461547851562,-0.4536007940769196,-0.4257605969905853,-0.4283933639526367,-0.41914838552474976
2010-05-21,129.51557922363278,126.89163208007812,127.86202239990234,128.4813232421875,-0.06379640102386475,-0.051110021770000465,-0.06124376505613328,-0.0465715117752552
2010-05-24,127.36946105957031,124.7747573852539,125.73786926269531,126.34362030029295,-0.14279669523239136,-0.1300901472568512,-0.13745282590389252,-0.12249935418367384
2010-05-25,121.84680938720705,119.32733917236328,120.27174377441406,120.84260559082031,0.6253170371055603,0.6331030130386353,0.61309415102005,0.6224756836891174
2010-05-26,125.5368423461914,122.96710968017578,123.92401123046876,124.51818084716795,-0.23130790889263156,-0.21096976101398468,-0.21756339073181152,-0.20476052165031436
2010-05-27,166.13058471679688,163.00782775878906,164.10231018066406,164.952880859375,-0.6225832104682922,-0.6318096518516539,-0.6306117177009583,-0.6188055276870728
2010-05-28,133.70977783203122,131.02870178222656,132.01329040527344,132.65908813476562,-0.06749866157770157,-0.05235254392027855,-0.06276297569274902,-0.048429150134325034
2010-06-01,126.72361755371094,124.13771057128906,125.0986328125,125.70030975341795,-0.006570974364876747,0.01156840194016695,-0.0013613393530249596,0.01270380709320307
2010-06-02,126.2984848022461,123.71836853027344,124.67784881591795,125.2768325805664,0.1016428992152214,0.11454778909683228,0.10289862751960754,0.1182313710451126
2010-06-03,128.18875122070312,125.58287811279295,126.54876708984376,127.1596908569336,-0.27056005597114563,-0.250396341085434,-0.2548925876617432,-0.2420644611120224
2010-06-04,124.96974182128906,122.40773010253906,123.36270904541016,123.95330810546876,-0.10313835740089417,-0.09145549684762956,-0.10006768256425858,-0.08484254032373427
2010-06-07,121.65845489501952,119.1415557861328,120.08531188964844,120.65499114990234,-0.09078720211982727,-0.07893554866313934,-0.08790859580039978,-0.07271545380353928
