High_RNN,Low_RNN,Open_RNN,Close_RNN
-0.7306827902793884,-0.702833890914917,-0.7012468576431274,-0.6974054574966431
0.33151891827583313,0.3425481617450714,0.32175594568252563,0.33520784974098206
-0.24982525408267975,-0.21222174167633057,-0.20829850435256958,-0.19830602407455444
-0.11504323780536652,-0.10205276310443878,-0.11037302017211914,-0.09546961635351181
-0.05489500239491463,-0.03858611732721329,-0.04998314753174782,-0.03592008724808693
0.15161485970020294,0.16383913159370422,0.14794856309890747,0.1622517704963684
-0.04272226244211197,-0.030424484983086586,-0.04091843217611313,-0.026200344786047935
-0.10172639787197113,-0.08738870173692703,-0.09595082700252533,-0.08141374588012695
0.7322735786437988,0.7372804284095764,0.7135390639305115,0.7207733988761902
0.8735617995262146,0.8757166266441345,0.8620162606239319,0.8651480674743652
-0.3291105329990387,-0.3690580725669861,-0.34499624371528625,-0.31484708189964294
-0.38473257422447205,-0.38594841957092285,-0.36334851384162903,-0.34237512946128845
-0.001393868587911129,0.014089500531554222,0.0015986248617991805,0.015982963144779205
-0.5864966511726379,-0.5560773015022278,-0.5556018948554993,-0.5488685965538025
-0.2886812686920166,-0.26569652557373047,-0.270991712808609,-0.2589913606643677
-0.49836164712905884,-0.5178563594818115,-0.4955407381057739,-0.47430500388145447
-0.10737085342407227,-0.09132567048072815,-0.10082622617483139,-0.08674830943346024
0.25100472569465637,0.26195988059043884,0.24140691757202148,0.25545212626457214
-0.11255912482738495,-0.10010229051113129,-0.10668914020061493,-0.09266935288906097
0.8025384545326233,0.8072526454925537,0.7908448576927185,0.796337366104126
0.7518388628959656,0.7573938965797424,0.7389527559280396,0.7459146976470947
-0.7922987341880798,-0.8025074601173401,-0.8061951398849487,-0.798308789730072
0.04584069922566414,0.057753901928663254,0.04487784951925278,0.06021999940276146
-0.24829144775867462,-0.24364744126796722,-0.19579194486141205,-0.1720370352268219
0.27207666635513306,0.2866250276565552,0.2672635316848755,0.28063490986824036
0.45260632038116455,0.4640851616859436,0.4427187144756317,0.4545009136199951
-0.4969479739665985,-0.4682140648365021,-0.46914738416671753,-0.46055901050567627
0.3917655646800995,0.40159469842910767,0.37842294573783875,0.3912522494792938
-0.6891481876373291,-0.6967465281486511,-0.7027283906936646,-0.6937862634658813
0.8081534504890442,0.8127718567848206,0.7973639369010925,0.8027876019477844
-0.6723079085350037,-0.6879664063453674,-0.7045021057128906,-0.6958661675453186
-0.6679238080978394,-0.6661725640296936,-0.6463379263877869,-0.6339199542999268
0.13632479310035706,0.14932961761951447,0.13338768482208252,0.1478225737810135
-0.1908915638923645,-0.16207531094551086,-0.14980921149253845,-0.13734793663024902
-0.1843976080417633,-0.15955285727977753,-0.15647642314434052,-0.14408466219902039
0.07601408660411835,0.08669448643922806,0.07288611680269241,0.08792681246995926
-0.14566685259342194,-0.13720904290676117,-0.1393633335828781,-0.12249406427145004
-0.7140395045280457,-0.7120503783226013,-0.6959263682365417,-0.6848247647285461
-0.09479938447475433,-0.0824006125330925,-0.09136289358139038,-0.07632917910814285
0.3421112895011902,0.3532264828681946,0.33379194140434265,0.3468995690345764
0.06486843526363373,0.07706645876169205,0.0639563724398613,0.07897519320249557
0.7404390573501587,0.7459232807159424,0.7218523621559143,0.7295769453048706
-0.2140100747346878,-0.20156365633010864,-0.2006196677684784,-0.18473917245864868
