High_regress,Low_regress,Open_regress,Close_regress
130.18161010742188,127.54859924316406,128.521240234375,129.14474487304688
126.21038818359375,123.6314697265625,124.59065246582031,125.1890869140625
127.109619140625,124.5184555053711,125.4806900024414,126.08479309082031
137.62728881835938,134.89283752441406,135.89071655273438,136.56124877929688
134.63987731933594,131.94613647460938,132.9338836669922,133.58555603027344
133.7168731689453,131.03570556640625,132.02032470703125,132.66615295410156
134.9618682861328,132.26373291015625,133.25257873535156,133.90626525878906
130.6814727783203,128.04165649414062,129.0159912109375,129.6426544189453
130.60301208496094,127.9642562866211,128.93832397460938,129.5644989013672
126.71820068359375,124.13236236572266,125.09326934814453,125.69490814208984
121.0758056640625,118.56684112548828,119.50862121582031,120.07461547851562
129.5155792236328,126.89163208007812,127.86202239990234,128.4813232421875
127.36946105957031,124.7747573852539,125.73786926269531,126.34362030029297
121.84680938720703,119.32733917236328,120.27174377441406,120.84260559082031
125.5368423461914,122.96710968017578,123.92401123046875,124.51818084716797
166.13058471679688,163.00782775878906,164.10231018066406,164.952880859375
133.70977783203125,131.02870178222656,132.01329040527344,132.65908813476562
126.72361755371094,124.13771057128906,125.0986328125,125.70030975341797
126.2984848022461,123.71836853027344,124.67784881591797,125.2768325805664
128.18875122070312,125.58287811279297,126.54876708984375,127.1596908569336
124.96974182128906,122.40773010253906,123.36270904541016,123.95330810546875
121.65845489501953,119.14155578613281,120.08531188964844,120.65499114990234
116.38308715820312,113.93805694580078,114.86393737792969,115.4002914428711
118.97289276123047,116.4925765991211,117.42723083496094,117.97994232177734
139.25015258789062,136.49359130859375,137.49697875976562,138.17774963378906
152.47535705566406,149.53863525390625,150.5868377685547,151.3511505126953
127.35834503173828,124.76378631591797,125.72686767578125,126.3325424194336
127.68861389160156,125.08956146240234,126.05375671386719,126.6615219116211
130.89678955078125,128.25404357910156,129.22911071777344,129.8571319580078
129.94114685058594,127.31140899658203,128.28323364257812,128.9052276611328
128.41287231445312,125.80396270751953,126.7706069946289,127.38294982910156
125.30155181884766,122.73501586914062,123.69112396240234,124.2838134765625
125.04679107666016,122.48372650146484,123.43896484375,124.03004455566406
128.80126953125,126.18705749511719,127.15502166748047,127.76982116699219
120.08464813232422,117.58918762207031,118.5276107788086,119.08734893798828
147.88331604003906,145.00914001464844,146.04177856445312,146.777099609375
124.67205047607422,122.11409759521484,123.06806945800781,123.65677642822266
138.64686584472656,135.89854431152344,136.89987182617188,137.57684326171875
121.15596771240234,118.64591217041016,119.58796691894531,120.15447235107422
127.66310119628906,125.06439208984375,126.02850341796875,126.6361083984375
115.86995697021484,113.4319076538086,114.3560562133789,114.88916778564453
117.44002532958984,114.9805908203125,115.9100570678711,116.45308685302734
121.96148681640625,119.4404525756836,120.38523864746094,120.95682525634766
119.57283782958984,117.0843505859375,118.02104187011719,118.5775375366211
158.13368225097656,155.119873046875,156.18724060058594,156.9873046875
122.54997253417969,120.02092742919922,120.96770477294922,121.54301452636719
122.64086151123047,120.1105728149414,121.05766296386719,121.633544921875
143.9290008544922,141.10870361328125,142.12794494628906,142.83827209472656
126.1216049194336,123.54389953613281,124.5027847290039,125.10065460205078
123.16775512695312,120.63028717041016,121.57916259765625,122.15837097167969
131.14955139160156,128.50335693359375,129.47927856445312,130.10890197753906
123.55532836914062,121.01258087158203,121.9627685546875,122.54442596435547
140.66131591796875,137.88552856445312,138.89369201660156,139.58338928222656
170.45437622070312,167.27272033691406,168.38185119628906,169.25973510742188
346.4352111816406,340.8561096191406,342.5616149902344,344.5511474609375
368.971923828125,363.0858154296875,364.8677062988281,366.99957275390625
132.21200561523438,129.55133056640625,130.53085327148438,131.1671905517578
152.8130340576172,149.8717041015625,150.92105102539062,151.6875
128.96151733398438,126.3451156616211,127.3136215209961,127.92942810058594
129.18502807617188,126.56558227539062,127.53484344482422,128.1520538330078
142.7838134765625,139.97911071777344,140.9944610595703,141.69757080078125
131.02999877929688,128.3854217529297,129.36094665527344,129.98980712890625
130.54815673828125,127.91014862060547,128.884033203125,129.50985717773438
132.1611328125,129.50115966796875,130.4805145263672,131.11651611328125
134.6058807373047,131.91259765625,132.9002227783203,133.5516815185547
136.70657348632812,133.98468017578125,134.97943115234375,135.64414978027344
134.6740264892578,131.9798126220703,132.96768188476562,133.6195526123047
132.85508728027344,130.18565368652344,131.1673583984375,131.80775451660156
138.8893585205078,136.13771057128906,137.13987731933594,137.81837463378906
132.60333251953125,129.9373321533203,130.91818237304688,131.55699157714844
131.76141357421875,129.1068878173828,130.0848846435547,130.71836853027344
132.38223266601562,129.71925354003906,130.69935607910156,131.33676147460938
128.71578979492188,126.10274505615234,127.07041931152344,127.68467712402344
156.8839569091797,153.88717651367188,154.95030212402344,155.7424774169922
140.72129821777344,137.94471740722656,138.9530792236328,139.6431427001953
131.84756469726562,129.1918487548828,130.17015075683594,130.80416870117188
126.70960235595703,124.12388610839844,125.08476257324219,125.68634796142578
129.95208740234375,127.32219696044922,128.2940673828125,128.91612243652344
131.106689453125,128.4610595703125,129.4368438720703,130.06619262695312
130.59002685546875,127.9514389038086,128.9254608154297,129.5515594482422
140.78208923339844,138.00466918945312,139.0132293701172,139.7036895751953
128.12445068359375,125.51945495605469,126.48512268066406,127.09564208984375
128.24546813964844,125.63883209228516,126.60491180419922,127.21620178222656
146.318359375,143.46551513671875,144.4928436279297,145.21826171875
134.27001953125,131.58131408691406,132.56781005859375,133.21713256835938
166.82568359375,163.69345092773438,164.790283203125,165.64524841308594
133.49000549316406,130.81192016601562,131.7957763671875,132.44017028808594
140.12010192871094,137.35169982910156,138.35801696777344,139.04429626464844
137.3379669189453,134.6074676513672,135.60435485839844,136.2730712890625
139.71270751953125,136.94985961914062,137.95480346679688,138.6385040283203
142.80897521972656,140.0039520263672,141.01937866210938,141.72264099121094
139.65911865234375,136.89698791503906,137.90174865722656,138.58511352539062
138.9994354248047,136.24630737304688,137.2488250732422,137.9280242919922
139.61074829101562,136.84927368164062,137.8538818359375,138.5369415283203
148.42465209960938,145.54310607910156,146.57757568359375,147.31631469726562
142.4897918701172,139.68910217285156,140.70346069335938,141.4047088623047
147.99911499023438,145.1233673095703,146.15640258789062,146.89244079589844
142.1764678955078,139.3800506591797,140.39334106445312,141.0926055908203
140.08656311035156,137.31861877441406,138.3248291015625,139.01089477539062
146.91989135742188,144.05885314941406,145.08822631835938,145.81744384765625
143.37991333007812,140.5670928955078,141.58447265625,142.2913360595703
154.8444366455078,151.8754425048828,152.93165588378906,153.71095275878906
146.1331024169922,143.28277587890625,144.30947875976562,145.0337371826172
144.50621032714844,141.6780548095703,142.69923400878906,143.41322326660156
192.95333862304688,189.4651641845703,190.65054321289062,191.67054748535156
148.6067352294922,145.72271728515625,146.75779724121094,147.49769592285156
145.17054748535156,142.33334350585938,143.35678100585938,144.07496643066406
155.71444702148438,152.7335968017578,153.7927703857422,154.57754516601562
143.36314392089844,140.55055236816406,141.56787109375,142.27462768554688
178.81005859375,175.5145721435547,176.65200805664062,177.58267211914062
146.28887939453125,143.43643188476562,144.4636688232422,145.18890380859375
148.53350830078125,145.65048217773438,146.68531799316406,147.42474365234375
163.5648193359375,160.47702026367188,161.5627899169922,162.39715576171875
143.7130126953125,140.89566040039062,141.91415405273438,142.6231231689453
185.00209045410156,181.62225341796875,182.78067016601562,183.75045776367188
149.14085388183594,146.2495574951172,147.2864532470703,148.0297088623047
172.49453735351562,169.2850799560547,170.401123046875,171.29190063476562
157.9280242919922,154.91702270507812,155.98370361328125,156.78245544433594
149.7860107421875,146.88592529296875,147.92501831054688,148.67234802246094
133.96206665039062,131.2775421142578,132.26300048828125,132.91038513183594
182.15274047851562,178.81170654296875,179.96047973632812,180.91226196289062
153.8052215576172,150.8503875732422,151.90309143066406,152.67581176757812
163.8768768310547,160.78482055664062,161.8716583251953,162.70799255371094
155.1884765625,152.2147979736328,153.27218627929688,154.05364990234375
155.37371826171875,152.3975067138672,153.45553588867188,154.2381591796875
163.51722717285156,160.43008422851562,161.5157012939453,162.34976196289062
154.22203063964844,151.26150512695312,152.3156280517578,153.09097290039062
156.87896728515625,153.8822479248047,154.94537353515625,155.73751831054688
187.73614501953125,184.3190460205078,185.4867401123047,186.47378540039062
158.7353057861328,155.7133026123047,156.78271484375,157.58657836914062
183.45726013183594,180.0984649658203,181.25164794921875,182.211669921875
159.0569305419922,156.03054809570312,157.10104370117188,157.90695190429688
161.41949462890625,158.3609161376953,159.43942260742188,160.26023864746094
157.13873291015625,154.1384735107422,155.20248413085938,155.9962615966797
154.4165496826172,151.453369140625,152.50814819335938,153.28472900390625
209.9879150390625,206.26768493652344,207.5107879638672,208.63839721679688
188.1783447265625,184.75523376464844,185.92442321777344,186.9142608642578
156.48004150390625,153.48875427246094,154.55052185058594,155.34014892578125
181.21072387695312,177.88253784179688,179.02810668945312,179.9739532470703
157.71234130859375,154.7042694091797,155.7702178955078,156.56761169433594
158.06838989257812,155.0554656982422,156.12261962890625,156.92227172851562
155.1944122314453,152.22064208984375,153.27806091308594,154.05955505371094
152.1517791748047,149.21946716308594,150.2665557861328,151.02883911132812
151.21412658691406,148.29458618164062,149.33851623535156,150.09486389160156
204.4616241455078,200.81666564941406,202.04104614257812,203.1337432861328
166.38418579101562,163.2579803466797,164.3533172607422,165.2054901123047
162.57522583007812,159.50091552734375,160.58334350585938,161.4114532470703
165.05079650878906,161.9427490234375,163.0335693359375,163.8773193359375
162.4862060546875,159.41310119628906,160.49520874023438,161.32276916503906
165.9265899658203,162.80662536621094,163.900390625,164.74969482421875
177.23434448242188,173.9603271484375,175.09242248535156,176.0131378173828
165.37554931640625,162.26307678222656,163.35499572753906,164.2008056640625
176.76856994628906,173.50088500976562,174.63140869140625,175.54917907714844
165.80714416503906,162.6887969970703,163.78216552734375,164.63070678710938
168.3795623779297,165.22616577148438,166.32826232910156,167.1930389404297
162.94200134277344,159.86270141601562,160.9463653564453,161.77679443359375
193.80845642089844,190.3086395263672,191.49691772460938,192.52232360839844
167.77239990234375,164.62728881835938,165.72732543945312,166.58827209472656
162.05718994140625,158.98992919921875,160.0706024169922,160.89544677734375
238.8926544189453,234.7786407470703,236.11968994140625,237.4298858642578
214.0863037109375,210.3102264404297,211.5672149658203,212.72071838378906
169.0775604248047,165.91465759277344,167.0191192626953,167.8883056640625
182.57749938964844,179.23068237304688,180.38088989257812,181.33535766601562
170.46539306640625,167.28358459472656,168.3927459716797,169.2707061767578
168.65713500976562,165.4999542236328,166.60299682617188,167.4695281982422
183.6860809326172,180.32415771484375,181.47813415527344,182.43960571289062
166.97262573242188,163.83839416503906,164.9357147216797,165.79161071777344
168.03561401367188,164.8869171142578,165.9878387451172,166.85044860839844
170.1797637939453,167.00184631347656,168.11004638671875,168.98619079589844
191.2414093017578,187.7765655517578,188.9561309814453,189.96533203125
171.7274627685547,168.52845764160156,169.6418914794922,170.52783203125
168.20925903320312,165.05819702148438,166.15969848632812,167.02340698242188
200.72735595703125,197.13327026367188,198.34498596191406,199.4141082763672
174.87225341796875,171.6304168701172,172.75450134277344,173.66030883789062
173.87887573242188,170.6505584716797,171.7712860107422,172.67080688476562
172.62867736816406,169.4174041748047,170.53390502929688,171.42552185058594
174.255126953125,171.02169799804688,172.14370727539062,173.04559326171875
175.92422485351562,172.6680450439453,173.79571533203125,174.70814514160156
174.2684326171875,171.03480529785156,172.1568603515625,173.058837890625
169.52285766601562,166.35389709472656,167.45985412597656,168.3318634033203
170.23043823242188,167.0518341064453,168.1602020263672,169.03668212890625
185.97848510742188,182.5853271484375,183.7470703125,184.7230224609375
179.7360382080078,176.4279327392578,177.56851196289062,178.50502014160156
178.28826904296875,174.9998779296875,176.13555908203125,177.06292724609375
199.29530334472656,195.7207489013672,196.9276123046875,197.9876708984375
162.07228088378906,159.00482177734375,160.08554077148438,160.9104766845703
166.9858856201172,163.8514862060547,164.9488525390625,165.80484008789062
195.90797424316406,192.37954711914062,193.57493591308594,194.61361694335938
177.3632049560547,174.08741760253906,175.21995544433594,176.14149475097656
184.56045532226562,181.18661499023438,182.3435516357422,183.310546875
175.15057373046875,171.90493774414062,173.0299835205078,173.93753051757812
175.59475708007812,172.34307861328125,173.46961975097656,174.37997436523438
173.25851440429688,170.03866577148438,171.15728759765625,172.05288696289062
176.31927490234375,173.05770874023438,174.18670654296875,175.10165405273438
231.93429565429688,227.91506958007812,229.2325439453125,230.49879455566406
186.44110107421875,183.04165649414062,184.2049560546875,185.183837890625
181.68228149414062,178.34767150878906,179.49484252929688,180.4436492919922
179.86395263671875,176.55410766601562,177.69512939453125,178.6324462890625
179.55665588378906,176.25099182128906,177.39096069335938,178.32635498046875
194.76141357421875,191.2486114501953,192.4401092529297,193.47154235839844
179.7360076904297,176.4279022216797,177.5684814453125,178.5050048828125
174.32077026367188,171.08644104003906,172.2086639404297,173.11097717285156
175.4942626953125,172.24395751953125,173.37014770507812,174.27987670898438
185.89353942871094,182.50155639648438,183.66299438476562,184.63841247558594
181.32980346679688,177.99998474121094,179.14596557617188,180.09255981445312
174.5852813720703,171.3473358154297,172.470458984375,173.37445068359375
184.33944702148438,180.9686279296875,182.12481689453125,183.0904083251953
181.03469848632812,177.70889282226562,178.8538818359375,179.79859924316406
189.42974853515625,185.9895782470703,187.1630096435547,188.1607666015625
178.71763610839844,175.4234161376953,176.560546875,177.49063110351562
176.43504333496094,173.17190551757812,174.30130004882812,175.2169647216797
201.68580627441406,198.07867431640625,199.29364013671875,200.36880493164062
173.47927856445312,170.2564239501953,171.37579345703125,172.27279663085938
186.0498504638672,182.65573120117188,183.8177032470703,184.7941131591797
190.6448516845703,187.18812561035156,188.3656768798828,189.37110900878906
178.08558654785156,174.7999725341797,175.93495178222656,176.8610382080078
173.3486785888672,170.12759399414062,171.24652099609375,172.14268493652344
172.53660583496094,169.32656860351562,170.4427490234375,171.33380126953125
171.69119262695312,168.49269104003906,169.6060028076172,170.49169921875
172.39137268066406,169.18333435058594,170.2990264892578,171.18914794921875
236.58203125,232.49949645996094,233.8327178955078,235.12832641601562
178.27587890625,174.9876708984375,176.123291015625,177.05059814453125
175.76817321777344,172.5141143798828,173.64125061035156,174.55270385742188
177.00775146484375,173.73681640625,174.86814880371094,175.7874298095703
209.4539031982422,205.74093627929688,206.9822235107422,208.10646057128906
185.2487335205078,181.8655242919922,183.0247802734375,183.99612426757812
178.57191467285156,175.27967834472656,176.4163055419922,177.34547424316406
179.54554748535156,176.2400360107422,177.3799591064453,178.31527709960938
212.109130859375,208.36000061035156,209.61029052734375,210.7512969970703
183.72781372070312,180.36532592773438,181.51943969726562,182.48117065429688
201.8319549560547,198.2228240966797,199.4382781982422,200.51437377929688
182.03079223632812,178.69142150878906,179.8397674560547,180.79078674316406
184.1567840576172,180.7884521484375,181.9440155029297,182.90846252441406
189.35745239257812,185.91827392578125,187.09144592285156,188.0887451171875
189.08482360839844,185.64935302734375,186.82162475585938,187.81719970703125
185.62030029296875,182.23202514648438,183.39254760742188,184.36624145507812
179.11473083496094,175.81509399414062,176.9535675048828,177.88616943359375
194.63427734375,191.12319946289062,192.31427001953125,193.3448944091797
186.74606323242188,183.3424530029297,184.5067901611328,185.48757934570312
181.4280548095703,178.09690856933594,179.2432098388672,180.19041442871094
180.34205627441406,177.02569580078125,178.1683349609375,179.1086883544922
205.83995056152344,202.1762237548828,203.40525817871094,204.5066680908203
181.8398895263672,178.5031280517578,179.6508331298828,180.60064697265625
187.7383575439453,184.3212432861328,185.4889373779297,186.4759979248047
185.77096557617188,182.38064575195312,183.5416717529297,184.5163116455078
175.67459106445312,172.42181396484375,173.5486297607422,174.45950317382812
223.02565002441406,219.1278076171875,220.4150848388672,221.62506103515625
197.6433563232422,194.09129333496094,195.2925567626953,196.34219360351562
192.27920532226562,188.8002166748047,189.98330688476562,190.99905395507812
185.657470703125,182.26870727539062,183.42935180664062,184.4032745361328
238.8101043701172,234.6972198486328,236.03799438476562,237.34767150878906
186.19178771972656,182.7957305908203,183.95819091796875,184.93548583984375
209.2488250732422,205.5386505126953,206.7792510986328,207.90219116210938
187.25042724609375,183.83995056152344,185.0059814453125,185.98997497558594
184.4873809814453,181.1145477294922,182.27122497558594,183.2377471923828
189.16078186035156,185.72427368164062,186.89678955078125,187.89285278320312
193.91285705566406,190.41162109375,191.60023498535156,192.62631225585938
188.3634033203125,184.93777465820312,186.1075897216797,187.09860229492188
190.03294372558594,186.58456420898438,187.76002502441406,188.7615966796875
175.8771209716797,172.62158203125,173.74908447265625,174.66122436523438
218.35890197753906,214.52462768554688,215.7960968017578,216.97657775878906
216.38278198242188,212.57542419433594,213.84019470214844,215.00819396972656
199.23402404785156,195.66029357910156,196.866943359375,197.9266357421875
188.1036834716797,184.6815948486328,185.85052490234375,186.83990478515625
183.49244689941406,180.13316345214844,181.28646850585938,182.24671936035156
198.51072692871094,194.9468536376953,196.15106201171875,197.2061767578125
183.96656799316406,180.600830078125,181.75575256347656,182.718994140625
191.31846618652344,187.85256958007812,189.0323944091797,190.04208374023438
214.5098114013672,210.72796630859375,211.98638916015625,213.14256286621094
188.93795776367188,185.50450134277344,186.67625427246094,187.67091369628906
187.76296997070312,184.34552001953125,185.5133056640625,186.50051879882812
189.78013610839844,186.335205078125,187.50982666015625,188.50978088378906
182.61529541015625,179.26795959472656,180.41830444335938,181.3730010986328
201.42556762695312,197.8219757080078,199.0360565185547,200.10958862304688
182.90036010742188,179.5491485595703,180.70045471191406,181.65695190429688
197.89691162109375,194.34140014648438,195.54351806640625,196.59475708007812
184.3857421875,181.01429748535156,182.17063903808594,183.1365203857422
185.26760864257812,181.88414001464844,183.04347229003906,184.0149383544922
181.4723663330078,178.14059448242188,179.2870635986328,180.23455810546875
183.31874084472656,179.9618377685547,181.1145477294922,182.07369995117188
176.6296844482422,173.3638916015625,174.49395751953125,175.4108428955078
180.25653076171875,176.9413299560547,178.08367919921875,179.0234832763672
178.44300842285156,175.15252685546875,176.28871154785156,177.21707153320312
240.1388702392578,236.0078887939453,237.35316467285156,238.67123413085938
181.4517059326172,178.12022399902344,179.26661682128906,180.21397399902344
189.85020446777344,186.40431213378906,187.57916259765625,188.57957458496094
179.7941131591797,176.48521423339844,177.62599182128906,178.56288146972656
187.04550170898438,183.6378173828125,184.80316162109375,185.78585815429688
177.46876525878906,174.19155883789062,175.32444763183594,176.24664306640625
216.47775268554688,212.6691131591797,213.9342041015625,215.10281372070312
183.94895935058594,180.58346557617188,181.7383270263672,182.7014617919922
187.68643188476562,184.27000427246094,185.43753051757812,186.4242706298828
191.455322265625,187.98756408691406,189.1678466796875,190.17840576171875
193.74122619628906,190.24232482910156,191.43035888671875,192.45535278320312
199.8986053466797,196.31581115722656,197.52471923828125,198.58860778808594
194.68310546875,191.17137145996094,192.3625946044922,193.39353942871094
193.5068817138672,190.01116943359375,191.1984100341797,192.221923828125
190.88079833984375,187.42086791992188,188.59921264648438,189.6061248779297
190.73580932617188,187.27784729003906,188.45570373535156,189.4617156982422
190.7642364501953,187.30589294433594,188.4838409423828,189.49002075195312
190.08355712890625,186.63449096679688,187.8101348876953,188.81201171875
193.6007537841797,190.10377502441406,191.2913360595703,192.3154296875
210.9005126953125,207.16783142089844,208.41403198242188,209.5474090576172
193.15444946289062,189.66354370117188,190.84959411621094,191.87088012695312
208.8876495361328,205.18240356445312,206.42176818847656,207.5424346923828
193.15142822265625,189.66055297851562,190.8466033935547,191.86785888671875
209.35923767089844,205.64756774902344,206.88853454589844,208.01217651367188
196.88841247558594,193.3466339111328,194.54534912109375,195.5902099609375
184.81382751464844,181.43655395507812,182.59432983398438,183.56292724609375
186.1163787841797,182.72134399414062,183.883544921875,184.86036682128906
174.7356719970703,171.49569702148438,172.61932373046875,173.52426147460938
194.13662719726562,190.63233947753906,191.8217315673828,192.84921264648438
190.9773712158203,187.51611328125,188.69479370117188,189.7023162841797
186.12188720703125,182.72677612304688,183.8889923095703,184.86585998535156
186.31857299804688,182.92079162597656,184.08367919921875,185.06178283691406
218.6494140625,214.81118774414062,216.08363342285156,217.26596069335938
175.95606994628906,172.699462890625,173.8272247314453,174.7398681640625
171.5233154296875,168.32708740234375,169.43983459472656,170.32447814941406
180.67694091796875,177.35601806640625,178.49978637695312,179.44224548339844
217.51376342773438,213.69100952148438,214.95960998535156,216.134765625
210.1890411376953,206.466064453125,207.7098388671875,208.83872985839844
221.15554809570312,217.28317260742188,218.56411743164062,219.76226806640625
199.76524353027344,196.1842803955078,197.39273071289062,198.4557647705078
178.33187866210938,175.0428924560547,176.1787109375,177.1063690185547
199.66439819335938,196.08480834960938,197.2929229736328,198.35533142089844
162.31666564941406,159.24586486816406,160.32742309570312,161.15390014648438
185.23089599609375,181.84793090820312,183.00714111328125,183.97836303710938
209.18582153320312,205.47650146484375,206.71688842773438,207.8394317626953
170.89163208007812,167.7040252685547,168.81463623046875,169.69528198242188
196.83506774902344,193.2940216064453,194.49253845214844,195.53707885742188
226.7995147705078,222.85025024414062,224.15032958984375,225.38412475585938
175.16189575195312,171.91610717773438,173.0411834716797,173.94882202148438
198.70033264160156,195.1338653564453,196.33871459960938,197.39501953125
181.68052673339844,178.34593200683594,179.49310302734375,180.44190979003906
182.1363525390625,178.79554748535156,179.9442596435547,180.8959503173828
228.21192932128906,224.24342346191406,225.54827880859375,226.79100036621094
202.76126098632812,199.1394805908203,200.35809326171875,201.44004821777344
176.35153198242188,173.08953857421875,174.21864318847656,175.1337890625
201.97796630859375,198.36685180664062,199.58279418945312,200.65982055664062
200.97755432128906,197.3800811767578,198.59263610839844,199.663330078125
177.49844360351562,174.2208251953125,175.35382080078125,176.27621459960938
177.53201293945312,174.25393676757812,175.3870391845703,176.30963134765625
189.6690216064453,186.22560119628906,187.39984130859375,188.39910888671875
180.09893798828125,176.785888671875,177.92770385742188,178.86651611328125
186.5359344482422,183.13519287109375,184.29881286621094,185.27828979492188
174.30044555664062,171.06639099121094,172.1885528564453,173.09072875976562
263.28924560546875,258.8428649902344,260.2666015625,261.7309265136719
203.7147979736328,200.08001708984375,201.30186462402344,202.3898468017578
218.41969299316406,214.58457946777344,215.85626220703125,217.03712463378906
170.63339233398438,167.4492950439453,168.55902099609375,169.43804931640625
223.4764862060547,219.57247924804688,220.86129760742188,222.07411193847656
200.57167053222656,196.97972106933594,198.19091796875,199.25904846191406
176.80392456054688,173.5357666015625,174.66641235351562,175.58441162109375
